"MEAS","ELEMENT","pct","err"
"205","Ti","0.5295","0.00204"
"205","Mg","0.4681","0.10027"
"205","Ca","0.2570","0.00145"
"205","V","0.2261","0.00140"
"205","P","0.1314","0.00512"
"205","Ba","0.0367","0.00310"
"205","Mn","0.0283","0.00267"
"205","Zr","0.0257","0.00025"
"205","Rb","0.0149","0.00024"
"205","Zn","0.0084","0.00052"
"205","Pb","0.0066","0.00042"
"205","Sr","0.0064","0.00015"
"205","Nb","0.0043","0.00018"
"205","Ta","0.0041","0.00131"
"205","Th","0.0025","0.00021"
"205","Hg","0.0012","0.00041"
"205","Cl","0.0000","0.00000"
"206","Si","28.8594","0.03620"
"206","Al","11.0782","0.04348"
"206","Fe","5.1399","0.01705"
"206","K","1.5401","0.05221"
"206","Mg","0.5915","0.09978"
"206","Ti","0.5029","0.00202"
"206","Ca","0.2623","0.00147"
"206","V","0.2249","0.00141"
"206","P","0.1269","0.00507"
"206","Ba","0.0401","0.00336"
"206","Zr","0.0276","0.00027"
"206","Mn","0.0269","0.00280"
"206","Rb","0.0152","0.00025"
"206","Zn","0.0087","0.00054"
"206","Sr","0.0074","0.00017"
"206","Ta","0.0056","0.00141"
"206","Pb","0.0053","0.00041"
"206","Nb","0.0044","0.00019"
"206","Th","0.0026","0.00023"
"206","Hg","0.0010","0.00042"
"206","As","0.0010","0.00021"
"207","Si","28.9038","0.03658"
"207","Al","11.0957","0.04395"
"207","Fe","5.1669","0.01731"
"207","K","1.5725","0.05343"
"207","Ti","0.5255","0.00208"
"207","Mg","0.3867","0.10186"
"207","Ca","0.2890","0.00155"
"207","V","0.2270","0.00144"
"207","P","0.1320","0.00521"
"207","Mn","0.0511","0.00327"
"207","Ba","0.0489","0.00332"
"207","Zr","0.0268","0.00027"
"207","Rb","0.0159","0.00025"
"207","Zn","0.0096","0.00056"
"207","Sr","0.0071","0.00016"
"207","Pb","0.0060","0.00041"
"207","Sb","0.0058","0.00112"
"207","Ta","0.0048","0.00141"
"207","Nb","0.0039","0.00019"
"207","Th","0.0026","0.00022"
"207","Hg","0.0009","0.00040"
"207","As","0.0007","0.00019"
"208","Si","29.2908","0.03494"
"208","Al","10.1623","0.04044"
"208","Fe","5.9218","0.01777"
"208","K","1.3422","0.04979"
"208","Ti","0.9068","0.00252"
"208","Ca","0.2990","0.00150"
"208","V","0.2311","0.00138"
"208","P","0.1563","0.00507"
"208","Zr","0.0459","0.00033"
"208","Ba","0.0386","0.00361"
"208","Mn","0.0381","0.00299"
"208","Rb","0.0078","0.00019"
"208","Zn","0.0066","0.00053"
"208","Pb","0.0061","0.00044"
"208","Cu","0.0052","0.00072"
"208","Nb","0.0040","0.00020"
"208","Sr","0.0039","0.00013"
"208","Ta","0.0037","0.00145"
"208","Th","0.0013","0.00021"
"208","Hg","0.0012","0.00046"
"209","Si","28.6665","0.03671"
"209","Al","10.5315","0.04357"
"209","Fe","6.2580","0.01945"
"209","K","1.5147","0.05337"
"209","Ti","0.9131","0.00268"
"209","Ca","0.2914","0.00157"
"209","V","0.2454","0.00149"
"209","P","0.1754","0.00553"
"209","Ba","0.0505","0.00403"
"209","Zr","0.0501","0.00037"
"209","Mn","0.0418","0.00322"
"209","Cr","0.0348","0.00498"
"209","Rb","0.0082","0.00021"
"209","Zn","0.0076","0.00059"
"209","Pb","0.0069","0.00048"
"209","Ta","0.0064","0.00166"
"209","Cu","0.0060","0.00081"
"209","Nb","0.0048","0.00021"
"209","Sr","0.0046","0.00015"
"209","Th","0.0022","0.00023"
"209","Hg","0.0019","0.00048"
"210","Si","27.4847","0.04164"
"210","Al","10.5141","0.05078"
"210","Fe","7.0646","0.02406"
"210","K","2.0488","0.06728"
"210","Ti","0.9703","0.00321"
"210","Mg","0.4337","0.12748"
"210","Ca","0.2728","0.00180"
"210","V","0.2499","0.00178"
"210","P","0.1831","0.00664"
"210","Zr","0.0554","0.00046"
"210","Ba","0.0492","0.00476"
"210","Mn","0.0461","0.00359"
"210","Cr","0.0408","0.00558"
"210","Rb","0.0087","0.00026"
"210","Zn","0.0085","0.00075"
"210","Pb","0.0079","0.00061"
"210","Cu","0.0070","0.00098"
"210","Ta","0.0067","0.00200"
"210","Co","0.0059","0.00133"
"210","Nb","0.0052","0.00026"
"210","Sr","0.0051","0.00020"
"210","Hg","0.0027","0.00066"
"210","Th","0.0021","0.00029"
"211","Si","28.3233","0.03928"
"211","Fe","9.4101","0.02510"
"211","Al","7.7699","0.04268"
"211","K","1.8002","0.05813"
"211","Mg","1.5502","0.13113"
"211","Ti","0.7057","0.00255"
"211","V","0.2384","0.00157"
"211","Ca","0.1299","0.00125"
"211","P","0.1056","0.00542"
"211","Mn","0.0619","0.00343"
"211","Ba","0.0472","0.00410"
"211","Zr","0.0294","0.00034"
"211","Rb","0.0150","0.00029"
"211","Cu","0.0102","0.00099"
"211","Zn","0.0094","0.00070"
"211","Ta","0.0078","0.00190"
"211","Ni","0.0063","0.00120"
"211","Sb","0.0044","0.00136"
"211","Pb","0.0034","0.00047"
"211","Sr","0.0027","0.00015"
"211","Nb","0.0026","0.00023"
"211","Th","0.0013","0.00024"
"211","Mo","0.0011","0.00025"
"211","As","0.0005","0.00024"
"212","Si","28.2203","0.04163"
"212","Fe","9.3351","0.02669"
"212","Al","7.5356","0.04470"
"212","K","1.9651","0.06060"
"212","Mg","1.8663","0.13668"
"212","Ti","0.7319","0.00275"
"212","V","0.2353","0.00165"
"212","Ca","0.1296","0.00132"
"212","P","0.1167","0.00568"
"212","Mn","0.0679","0.00350"
"212","Ba","0.0380","0.00418"
"212","Cr","0.0309","0.00447"
"212","Zr","0.0296","0.00035"
"212","Rb","0.0147","0.00031"
"212","Zn","0.0118","0.00071"
"212","Cu","0.0117","0.00099"
"212","Ni","0.0079","0.00121"
"212","Ta","0.0073","0.00177"
"212","Sb","0.0049","0.00143"
"212","Nb","0.0033","0.00023"
"212","Pb","0.0032","0.00046"
"212","Sr","0.0028","0.00016"
"212","Th","0.0017","0.00027"
"212","Hg","0.0014","0.00055"
"212","As","0.0006","0.00024"
"213","Si","27.3453","0.04250"
"213","Fe","10.0497","0.02875"
"213","Al","7.7531","0.04696"
"213","K","2.2227","0.06461"
"213","Mg","1.9691","0.14373"
"213","Ti","0.7344","0.00285"
"213","V","0.2389","0.00173"
"213","P","0.1366","0.00608"
"213","Ca","0.1130","0.00132"
"213","Mn","0.0766","0.00401"
"213","Ba","0.0397","0.00473"
"213","Zr","0.0351","0.00041"
"213","Rb","0.0168","0.00035"
"213","Cu","0.0130","0.00116"
"213","Zn","0.0114","0.00083"
"213","Ni","0.0077","0.00134"
"213","Ta","0.0064","0.00213"
"213","Pb","0.0038","0.00053"
"213","Sr","0.0033","0.00018"
"213","Nb","0.0032","0.00025"
"213","Th","0.0016","0.00029"
"213","Hg","0.0013","0.00058"
"213","As","0.0007","0.00028"
"214","Si","25.4584","0.04023"
"214","Fe","11.5963","0.02966"
"214","Al","8.6440","0.04808"
"214","K","2.0036","0.06099"
"214","Mg","1.9221","0.14334"
"214","Ti","0.9648","0.00310"
"214","V","0.2493","0.00169"
"214","Ca","0.1969","0.00152"
"214","P","0.1811","0.00622"
"214","Mn","0.0522","0.00362"
"214","Ba","0.0517","0.00443"
"214","Cr","0.0440","0.00493"
"214","Zr","0.0385","0.00042"
"214","Cu","0.0153","0.00120"
"214","Rb","0.0144","0.00032"
"214","Ni","0.0119","0.00145"
"214","Zn","0.0119","0.00084"
"214","Nb","0.0040","0.00026"
"214","Sr","0.0031","0.00017"
"214","Pb","0.0029","0.00052"
"214","Th","0.0015","0.00028"
"214","Hg","0.0014","0.00060"
"215","Si","26.4047","0.03485"
"215","Fe","10.4386","0.02341"
"215","Al","8.7938","0.04094"
"215","Mg","1.9328","0.11602"
"215","K","1.2788","0.04817"
"215","Ti","0.9970","0.00266"
"215","Ca","0.2673","0.00144"
"215","V","0.2339","0.00139"
"215","P","0.1567","0.00505"
"215","Mn","0.0528","0.00302"
"215","Cr","0.0417","0.00402"
"215","Ba","0.0357","0.00366"
"215","Zr","0.0337","0.00032"
"215","Cu","0.0154","0.00093"
"215","Rb","0.0131","0.00025"
"215","Ni","0.0117","0.00111"
"215","Zn","0.0107","0.00063"
"215","Ta","0.0056","0.00157"
"215","Co","0.0037","0.00108"
"215","Nb","0.0037","0.00020"
"215","Sr","0.0031","0.00014"
"215","Pb","0.0025","0.00043"
"215","Th","0.0012","0.00022"
"215","Mo","0.0011","0.00023"
"215","Hg","0.0011","0.00048"
"216","Si","26.2962","0.03494"
"216","Fe","10.5313","0.02371"
"216","Al","8.5778","0.04075"
"216","Mg","2.0966","0.11658"
"216","K","1.3840","0.04824"
"216","Ti","0.9924","0.00268"
"216","Ca","0.3197","0.00155"
"216","V","0.2450","0.00142"
"216","P","0.1677","0.00511"
"216","Mn","0.0530","0.00306"
"216","Cr","0.0466","0.00413"
"216","Ba","0.0373","0.00363"
"216","Zr","0.0358","0.00033"
"216","Cu","0.0162","0.00095"
"216","Rb","0.0137","0.00026"
"216","Ni","0.0108","0.00110"
"216","Zn","0.0104","0.00064"
"216","Ta","0.0048","0.00158"
"216","Sb","0.0041","0.00123"
"216","Sr","0.0035","0.00014"
"216","Nb","0.0033","0.00020"
"216","Pb","0.0029","0.00043"
"216","Th","0.0014","0.00021"
"216","Hg","0.0013","0.00049"
"217","Si","31.5540","0.03322"
"217","Al","8.4105","0.03442"
"217","Ti","1.8039","0.00335"
"217","P","1.6582","0.01067"
"217","K","1.3133","0.04940"
"217","Fe","0.9226","0.00695"
"217","V","0.2047","0.00128"
"217","Ca","0.1673","0.00117"
"217","Zr","0.1201","0.00042"
"217","Mn","0.0129","0.00238"
"217","Nb","0.0088","0.00018"
"217","Pb","0.0065","0.00034"
"217","Co","0.0053","0.00102"
"217","Sb","0.0047","0.00089"
"217","Zn","0.0047","0.00037"
"217","Ta","0.0042","0.00104"
"217","Sr","0.0040","0.00011"
"217","Th","0.0016","0.00016"
"217","Rb","0.0012","0.00010"
"217","Hg","0.0009","0.00031"
"218","Si","31.3171","0.03538"
"218","Al","8.2767","0.03663"
"218","Ti","1.8457","0.00365"
"218","P","1.7370","0.01164"
"218","K","1.6496","0.05476"
"218","Fe","1.0102","0.00787"
"218","V","0.2061","0.00139"
"218","Ca","0.1640","0.00126"
"218","Zr","0.1248","0.00046"
"218","Mn","0.0116","0.00272"
"218","Nb","0.0096","0.00019"
"218","Pb","0.0064","0.00038"
"218","Zn","0.0048","0.00042"
"218","Ta","0.0045","0.00121"
"218","Sr","0.0040","0.00012"
"218","Th","0.0021","0.00018"
"218","Rb","0.0012","0.00011"
"218","Hg","0.0010","0.00037"
"219","Si","31.2994","0.03558"
"219","Al","8.1753","0.03669"
"219","Ti","1.8400","0.00367"
"219","P","1.7992","0.01189"
"219","K","1.7303","0.05547"
"219","Fe","0.9933","0.00787"
"219","V","0.2128","0.00142"
"219","Ca","0.1678","0.00128"
"219","Zr","0.1236","0.00046"
"219","Mn","0.0114","0.00264"
"219","Nb","0.0096","0.00020"
"219","Pb","0.0068","0.00039"
"219","Zn","0.0053","0.00044"
"219","Sr","0.0042","0.00012"
"219","Ta","0.0032","0.00123"
"219","Th","0.0016","0.00017"
"219","Rb","0.0015","0.00011"
"219","Hg","0.0011","0.00039"
"220","Si","29.2549","0.03956"
"220","Al","9.2760","0.04432"
"220","Ti","2.6717","0.00502"
"220","K","2.1936","0.06606"
"220","P","1.6300","0.01290"
"220","Fe","1.4270","0.01090"
"220","V","0.2412","0.00172"
"220","Ca","0.2122","0.00159"
"220","Zr","0.1218","0.00054"
"220","Nb","0.0178","0.00028"
"220","Mn","0.0146","0.00341"
"220","Sr","0.0118","0.00021"
"220","Pb","0.0110","0.00050"
"220","Ta","0.0071","0.00158"
"220","Zn","0.0061","0.00054"
"220","Sb","0.0048","0.00127"
"220","Th","0.0029","0.00025"
"220","Rb","0.0016","0.00015"
"220","Hg","0.0014","0.00043"
"220","As","0.0009","0.00021"
"220","Tl","0.0008","0.00036"
"221","Si","29.8515","0.03934"
"221","Al","8.9529","0.04301"
"221","Ti","2.5195","0.00481"
"221","K","2.0986","0.06424"
"221","P","1.5899","0.01261"
"221","Fe","1.3441","0.01038"
"221","V","0.2274","0.00166"
"221","Ca","0.2027","0.00154"
"221","Zr","0.1165","0.00052"
"221","Mn","0.0192","0.00317"
"221","Nb","0.0152","0.00026"
"221","Pb","0.0100","0.00050"
"221","Sr","0.0090","0.00019"
"221","Ta","0.0065","0.00143"
"221","Zn","0.0059","0.00052"
"221","Cu","0.0041","0.00067"
"221","Th","0.0026","0.00024"
"221","Rb","0.0017","0.00014"
"221","Hg","0.0013","0.00045"
"222","Si","28.8638","0.04161"
"222","Al","8.9304","0.04644"
"222","Ti","2.6064","0.00530"
"222","K","2.5657","0.07245"
"222","P","2.0654","0.01514"
"222","Fe","1.4936","0.01187"
"222","Ca","0.2430","0.00179"
"222","V","0.2367","0.00184"
"222","Zr","0.1165","0.00057"
"222","Nb","0.0155","0.00028"
"222","Sr","0.0106","0.00021"
"222","Pb","0.0105","0.00053"
"222","Mn","0.0084","0.00333"
"222","Ta","0.0062","0.00170"
"222","Zn","0.0048","0.00057"
"222","Th","0.0031","0.00026"
"222","Rb","0.0015","0.00015"
"222","Hg","0.0014","0.00047"
"222","Mo","0.0011","0.00025"
"222","As","0.0008","0.00022"
"223","Si","34.8566","0.03610"
"223","Al","6.0377","0.03171"
"223","Ti","1.5595","0.00331"
"223","K","1.2701","0.05425"
"223","Fe","1.1749","0.00827"
"223","P","0.6993","0.00814"
"223","V","0.2201","0.00141"
"223","Ca","0.1098","0.00110"
"223","Zr","0.0412","0.00027"
"223","Cr","0.0358","0.00479"
"223","Mn","0.0092","0.00254"
"223","Nb","0.0088","0.00019"
"223","Pb","0.0059","0.00036"
"223","Ta","0.0050","0.00125"
"223","Cu","0.0045","0.00060"
"223","Hg","0.0037","0.00041"
"223","Rb","0.0027","0.00012"
"223","Th","0.0019","0.00018"
"223","As","0.0011","0.00018"
"223","Mo","0.0010","0.00021"
"224","Si","34.2859","0.03626"
"224","Al","6.7547","0.03336"
"224","Ti","1.5655","0.00334"
"224","K","1.3716","0.05512"
"224","Fe","1.2101","0.00841"
"224","P","0.5607","0.00757"
"224","V","0.2356","0.00146"
"224","Ca","0.1047","0.00110"
"224","Zr","0.0395","0.00027"
"224","Cr","0.0369","0.00456"
"224","Mn","0.0123","0.00241"
"224","Nb","0.0083","0.00020"
"224","Pb","0.0077","0.00040"
"224","Ta","0.0051","0.00125"
"224","Cu","0.0045","0.00060"
"224","Hg","0.0037","0.00042"
"224","Zn","0.0032","0.00042"
"224","Rb","0.0026","0.00012"
"224","Th","0.0021","0.00018"
"224","Tl","0.0007","0.00033"
"224","As","0.0005","0.00018"
"225","Si","34.3181","0.03781"
"225","Al","6.2946","0.03408"
"225","Ti","1.6271","0.00357"
"225","K","1.5548","0.05969"
"225","Fe","1.3511","0.00936"
"225","P","0.6441","0.00838"
"225","V","0.2520","0.00158"
"225","Ca","0.1142","0.00120"
"225","Zr","0.0432","0.00030"
"225","Cr","0.0347","0.00513"
"225","Ba","0.0273","0.00293"
"225","Mn","0.0092","0.00275"
"225","Nb","0.0090","0.00021"
"225","Pb","0.0079","0.00044"
"225","Cu","0.0056","0.00064"
"225","Ta","0.0049","0.00129"
"225","Co","0.0048","0.00121"
"225","Sb","0.0040","0.00109"
"225","Hg","0.0038","0.00046"
"225","Zn","0.0036","0.00044"
"225","Sr","0.0032","0.00012"
"225","Rb","0.0027","0.00014"
"225","Th","0.0020","0.00020"
"225","As","0.0012","0.00021"
"226","Si","30.0235","0.03652"
"226","Al","8.5602","0.03921"
"226","P","2.4106","0.01406"
"226","Ti","1.9355","0.00393"
"226","K","1.7683","0.05905"
"226","Fe","1.1629","0.00888"
"226","V","0.2061","0.00148"
"226","Ca","0.1966","0.00142"
"226","Zr","0.1278","0.00050"
"226","Mn","0.0133","0.00283"
"226","Nb","0.0094","0.00021"
"226","Pb","0.0069","0.00039"
"226","Zn","0.0061","0.00045"
"226","Ta","0.0048","0.00121"
"226","Sr","0.0046","0.00013"
"226","Th","0.0016","0.00019"
"226","Rb","0.0015","0.00012"
"226","Hg","0.0012","0.00036"
"227","Si","30.0583","0.03557"
"227","Al","8.5681","0.03819"
"227","P","2.4964","0.01390"
"227","Ti","1.9367","0.00382"
"227","K","1.6614","0.05694"
"227","Fe","1.1003","0.00840"
"227","V","0.2160","0.00146"
"227","Ca","0.1914","0.00136"
"227","Zr","0.1276","0.00048"
"227","Mn","0.0142","0.00274"
"227","Nb","0.0093","0.00020"
"227","Pb","0.0065","0.00039"
"227","Zn","0.0064","0.00046"
"227","Sr","0.0046","0.00013"
"227","Ta","0.0034","0.00123"
"227","Hg","0.0017","0.00040"
"227","Rb","0.0015","0.00012"
"227","Th","0.0014","0.00018"
"228","Si","29.8019","0.03764"
"228","Al","8.3678","0.04033"
"228","P","2.6346","0.01515"
"228","Ti","1.9538","0.00411"
"228","K","1.9273","0.06271"
"228","Fe","1.1870","0.00932"
"228","V","0.2145","0.00157"
"228","Ca","0.2024","0.00149"
"228","Zr","0.1270","0.00051"
"228","Mn","0.0167","0.00291"
"228","Nb","0.0097","0.00022"
"228","Pb","0.0062","0.00043"
"228","Zn","0.0055","0.00049"
"228","Sr","0.0051","0.00014"
"228","Ta","0.0029","0.00132"
"228","Th","0.0018","0.00020"
"228","Rb","0.0015","0.00012"
"228","Hg","0.0014","0.00044"
"228","As","0.0005","0.00020"
"229","Si","31.6916","0.03918"
"229","Al","8.7096","0.04100"
"229","K","1.8248","0.05964"
"229","Fe","1.7090","0.01097"
"229","Ti","1.2263","0.00329"
"229","P","0.7705","0.00915"
"229","Ca","0.3717","0.00186"
"229","Mg","0.3017","0.10363"
"229","V","0.2128","0.00154"
"229","Zr","0.0718","0.00039"
"229","Ba","0.0359","0.00291"
"229","Mn","0.0122","0.00273"
"229","Rb","0.0105","0.00021"
"229","Nb","0.0083","0.00020"
"229","Pb","0.0048","0.00037"
"229","Sb","0.0044","0.00102"
"229","Sr","0.0043","0.00013"
"229","Ta","0.0041","0.00132"
"229","Zn","0.0040","0.00045"
"229","Th","0.0021","0.00021"
"229","As","0.0010","0.00018"
"229","Hg","0.0009","0.00038"
"230","Si","32.1517","0.03298"
"230","Al","9.2972","0.03489"
"230","Fe","1.3661","0.00805"
"230","Ti","1.1911","0.00266"
"230","K","1.0814","0.04509"
"230","P","0.7454","0.00749"
"230","Ca","0.3144","0.00142"
"230","Zr","0.0600","0.00029"
"230","Ba","0.0253","0.00249"
"230","Rb","0.0098","0.00016"
"230","Mn","0.0078","0.00222"
"230","Nb","0.0074","0.00016"
"230","Pb","0.0051","0.00031"
"230","Zn","0.0043","0.00036"
"230","Sr","0.0039","0.00011"
"230","Ta","0.0038","0.00101"
"230","Th","0.0019","0.00016"
"230","Hg","0.0010","0.00031"
"230","As","0.0003","0.00015"
"231","Si","32.1394","0.03303"
"231","Al","9.3195","0.03497"
"231","Fe","1.3152","0.00794"
"231","K","1.1770","0.04578"
"231","Ti","1.1681","0.00265"
"231","P","0.6820","0.00725"
"231","Ca","0.3007","0.00140"
"231","Zr","0.0616","0.00030"
"231","Ba","0.0253","0.00256"
"231","Rb","0.0097","0.00016"
"231","Mn","0.0078","0.00233"
"231","Nb","0.0075","0.00016"
"231","Pb","0.0052","0.00032"
"231","Ta","0.0040","0.00103"
"231","Sr","0.0036","0.00011"
"231","Th","0.0020","0.00016"
"231","Hg","0.0009","0.00032"
"232","Si","32.7829","0.03839"
"232","Al","6.9050","0.03644"
"232","K","1.6936","0.05903"
"232","P","1.6428","0.01224"
"232","Fe","1.4265","0.00988"
"232","Ti","1.1416","0.00314"
"232","Ca","0.3201","0.00173"
"232","V","0.2154","0.00152"
"232","Zr","0.0756","0.00039"
"232","Cr","0.0372","0.00509"
"232","Mn","0.0095","0.00263"
"232","Nb","0.0062","0.00019"
"232","Cu","0.0058","0.00063"
"232","Pb","0.0049","0.00039"
"232","Sb","0.0044","0.00105"
"232","Ta","0.0040","0.00124"
"232","Sr","0.0033","0.00012"
"232","Rb","0.0027","0.00013"
"232","Hg","0.0024","0.00043"
"232","Th","0.0021","0.00019"
"233","Si","32.7269","0.03740"
"233","Al","7.5926","0.03670"
"233","K","1.5725","0.05706"
"233","Fe","1.3992","0.00944"
"233","P","1.2870","0.01074"
"233","Ti","1.1184","0.00300"
"233","Ca","0.3096","0.00165"
"233","V","0.2081","0.00146"
"233","Zr","0.0700","0.00037"
"233","Mn","0.0093","0.00256"
"233","Nb","0.0057","0.00018"
"233","Pb","0.0048","0.00035"
"233","Ta","0.0045","0.00120"
"233","Cu","0.0043","0.00059"
"233","Sr","0.0035","0.00012"
"233","Rb","0.0027","0.00012"
"233","Th","0.0022","0.00018"
"233","Hg","0.0020","0.00037"
"234","Si","32.9788","0.03605"
"234","Al","7.7766","0.03550"
"234","Fe","1.3833","0.00895"
"234","K","1.3503","0.05345"
"234","P","1.1161","0.00972"
"234","Ti","1.0640","0.00280"
"234","Ca","0.2763","0.00151"
"234","Zr","0.0667","0.00034"
"234","Cr","0.0304","0.00461"
"234","Mn","0.0089","0.00245"
"234","Cu","0.0061","0.00059"
"234","Nb","0.0059","0.00017"
"234","Ta","0.0047","0.00116"
"234","Pb","0.0045","0.00033"
"234","Co","0.0034","0.00107"
"234","Sr","0.0028","0.00011"
"234","Rb","0.0025","0.00012"
"234","Th","0.0019","0.00017"
"234","Hg","0.0017","0.00036"
"235","Si","32.6987","0.03411"
"235","Al","9.5091","0.03597"
"235","Fe","1.3236","0.00814"
"235","Ti","1.1249","0.00265"
"235","K","1.0656","0.04630"
"235","Ca","0.2741","0.00137"
"235","V","0.2012","0.00125"
"235","P","0.1748","0.00493"
"235","Zr","0.0687","0.00032"
"235","Cr","0.0345","0.00428"
"235","Ba","0.0230","0.00267"
"235","Mn","0.0092","0.00227"
"235","Nb","0.0060","0.00016"
"235","Ta","0.0059","0.00110"
"235","Rb","0.0040","0.00012"
"235","Zn","0.0035","0.00036"
"235","Pb","0.0034","0.00030"
"235","Sr","0.0024","0.00010"
"235","Hg","0.0018","0.00032"
"235","Th","0.0015","0.00016"
"235","As","0.0005","0.00015"
"236","Si","32.6758","0.03470"
"236","Al","9.3782","0.03652"
"236","Fe","1.3118","0.00829"
"236","K","1.2761","0.04863"
"236","Ti","1.1172","0.00271"
"236","Ca","0.3006","0.00146"
"236","V","0.2089","0.00130"
"236","P","0.1878","0.00518"
"236","Zr","0.0726","0.00034"
"236","Cr","0.0316","0.00460"
"236","Ba","0.0219","0.00268"
"236","Mn","0.0077","0.00244"
"236","Nb","0.0066","0.00016"
"236","Ta","0.0053","0.00111"
"236","Rb","0.0040","0.00012"
"236","Pb","0.0038","0.00032"
"236","Zn","0.0033","0.00037"
"236","Sr","0.0027","0.00010"
"236","Th","0.0021","0.00016"
"236","Hg","0.0015","0.00036"
"236","Mo","0.0011","0.00018"
"237","Si","32.7376","0.03501"
"237","Al","9.3944","0.03679"
"237","Fe","1.3086","0.00837"
"237","K","1.2419","0.04899"
"237","Ti","1.1220","0.00273"
"237","Ca","0.2836","0.00144"
"237","V","0.2141","0.00132"
"237","P","0.1521","0.00498"
"237","Zr","0.0710","0.00034"
"237","Ba","0.0227","0.00274"
"237","Mn","0.0062","0.00248"
"237","Nb","0.0060","0.00017"
"237","Ta","0.0046","0.00114"
"237","Pb","0.0039","0.00033"
"237","Rb","0.0038","0.00012"
"237","Zn","0.0032","0.00038"
"237","Sr","0.0026","0.00010"
"237","Th","0.0017","0.00016"
"237","Hg","0.0014","0.00036"
"238","Si","32.7376","0.03501"
"238","Al","9.3944","0.03679"
"238","Fe","1.3086","0.00837"
"238","K","1.2419","0.04899"
"238","Ti","1.1220","0.00273"
"238","Ca","0.2836","0.00144"
"238","V","0.2141","0.00132"
"238","P","0.1521","0.00498"
"238","Zr","0.0710","0.00034"
"238","Ba","0.0227","0.00274"
"238","Mn","0.0062","0.00248"
"238","Nb","0.0060","0.00017"
"238","Ta","0.0046","0.00114"
"238","Pb","0.0039","0.00033"
"238","Rb","0.0038","0.00012"
"238","Zn","0.0032","0.00038"
"238","Sr","0.0026","0.00010"
"238","Th","0.0017","0.00016"
"238","Hg","0.0014","0.00036"
"239","Si","32.2482","0.03888"
"239","Al","8.5604","0.04015"
"239","Ti","1.9903","0.00407"
"239","K","1.6584","0.06048"
"239","Fe","1.5830","0.01058"
"239","V","0.2575","0.00164"
"239","P","0.2328","0.00643"
"239","Ca","0.1373","0.00129"
"239","Zr","0.0759","0.00041"
"239","Mn","0.0165","0.00311"
"239","Nb","0.0105","0.00023"
"239","Pb","0.0055","0.00043"
"239","Ta","0.0049","0.00145"
"239","Zn","0.0045","0.00050"
"239","Rb","0.0038","0.00015"
"239","Hg","0.0036","0.00050"
"239","Th","0.0022","0.00021"
"239","As","0.0006","0.00021"
"240","Si","32.1545","0.03772"
"240","Al","8.8678","0.03942"
"240","Ti","1.9052","0.00385"
"240","K","1.5833","0.05805"
"240","Fe","1.5411","0.01007"
"240","V","0.2487","0.00156"
"240","P","0.2039","0.00602"
"240","Ca","0.1370","0.00125"
"240","Zr","0.0762","0.00039"
"240","Mn","0.0185","0.00295"
"240","Nb","0.0091","0.00022"
"240","Ta","0.0048","0.00138"
"240","Zn","0.0047","0.00047"
"240","Pb","0.0044","0.00038"
"240","Rb","0.0036","0.00014"
"240","Hg","0.0032","0.00044"
"240","Th","0.0020","0.00020"
"240","Mo","0.0010","0.00022"
"240","As","0.0008","0.00019"
"240","Se","0.0004","0.00015"
"241","Si","31.8197","0.03950"
"241","Al","8.6783","0.04120"
"241","Ti","2.1022","0.00429"
"241","K","1.9579","0.06325"
"241","Fe","1.4133","0.01028"
"241","P","0.3399","0.00722"
"241","V","0.2354","0.00164"
"241","Ca","0.1384","0.00134"
"241","Zr","0.0846","0.00044"
"241","Cr","0.0341","0.00542"
"241","Mn","0.0171","0.00300"
"241","Nb","0.0099","0.00024"
"241","Pb","0.0061","0.00045"
"241","Ta","0.0057","0.00142"
"241","Zn","0.0055","0.00051"
"241","Co","0.0038","0.00127"
"241","Hg","0.0036","0.00049"
"241","Rb","0.0024","0.00014"
"241","Th","0.0022","0.00022"
"241","Mo","0.0012","0.00024"
"241","As","0.0010","0.00022"
"242","Si","32.1378","0.03974"
"242","Al","8.4369","0.04088"
"242","Ti","2.0656","0.00427"
"242","K","1.9301","0.06314"
"242","Fe","1.3547","0.01009"
"242","P","0.3302","0.00720"
"242","V","0.2425","0.00166"
"242","Ca","0.1283","0.00131"
"242","Zr","0.0859","0.00044"
"242","Cr","0.0359","0.00532"
"242","Mn","0.0148","0.00289"
"242","Nb","0.0101","0.00023"
"242","Pb","0.0064","0.00043"
"242","Ta","0.0060","0.00142"
"242","Zn","0.0047","0.00049"
"242","Hg","0.0033","0.00048"
"242","Rb","0.0024","0.00014"
"242","Th","0.0022","0.00022"
"243","Si","31.8123","0.04285"
"243","Al","8.3547","0.04423"
"243","K","2.2415","0.07110"
"243","Ti","2.1522","0.00475"
"243","Fe","1.5045","0.01161"
"243","P","0.3740","0.00812"
"243","V","0.2558","0.00186"
"243","Ca","0.1455","0.00149"
"243","Zr","0.1036","0.00053"
"243","Mn","0.0110","0.00320"
"243","Nb","0.0108","0.00026"
"243","Pb","0.0057","0.00048"
"243","Sb","0.0050","0.00132"
"243","Zn","0.0047","0.00055"
"243","Ta","0.0045","0.00154"
"243","Hg","0.0033","0.00053"
"243","Th","0.0024","0.00024"
"243","Rb","0.0024","0.00015"
"243","Sr","0.0016","0.00013"
"243","Mo","0.0013","0.00026"
"243","Tl","0.0010","0.00043"
"243","As","0.0010","0.00024"
"244","Si","33.5773","0.03966"
