"MEAS","ELEMENT","pct","err"
"118","Si","29.8782","0.04683"
"118","Fe","7.5448","0.02762"
"118","Al","7.1198","0.04845"
"118","K","2.5105","0.07767"
"118","Ti","0.8216","0.00332"
"118","P","0.3300","0.00867"
"118","Ca","0.2697","0.00200"
"118","V","0.2533","0.00200"
"118","Zr","0.0767","0.00060"
"118","Cr","0.0542","0.00645"
"118","Ba","0.0529","0.00564"
"118","Mn","0.0478","0.00446"
"118","Cu","0.0279","0.00139"
"118","Zn","0.0155","0.00090"
"118","Ni","0.0126","0.00147"
"118","Ta","0.0114","0.00210"
"118","Rb","0.0099","0.00031"
"118","Nb","0.0084","0.00033"
"118","Pb","0.0076","0.00069"
"118","Sr","0.0070","0.00024"
"118","Sb","0.0070","0.00195"
"118","Th","0.0031","0.00035"
"119","Si","28.1631","0.05357"
"119","Fe","9.2345","0.03659"
"119","Al","6.5880","0.05630"
"119","K","3.7585","0.10054"
"119","Ti","0.9047","0.00415"
"119","Mg","0.4548","0.20637"
"119","P","0.4218","0.01103"
"119","Ca","0.3240","0.00259"
"119","V","0.2779","0.00251"
"119","Zr","0.0910","0.00080"
"119","Ba","0.0779","0.00732"
"119","Cr","0.0658","0.00827"
"119","Mn","0.0614","0.00555"
"119","Cu","0.0360","0.00204"
"119","Zn","0.0188","0.00129"
"119","Ta","0.0166","0.00330"
"119","Rb","0.0127","0.00042"
"119","Ni","0.0104","0.00193"
"119","Pb","0.0103","0.00090"
"119","Nb","0.0094","0.00044"
"119","Sr","0.0093","0.00034"
"119","Sb","0.0092","0.00255"
"119","Co","0.0044","0.00198"
"119","Th","0.0035","0.00045"
"119","Hg","0.0018","0.00083"
"119","Mo","0.0016","0.00049"
"120","Si","28.9370","0.05312"
"120","Fe","8.0179","0.03331"
"120","Al","6.2790","0.05406"
"120","K","3.6152","0.09798"
"120","Mg","1.0375","0.20264"
"120","Ti","0.8590","0.00398"
"120","P","0.3989","0.01068"
"120","Ca","0.3108","0.00250"
"120","V","0.2727","0.00244"
"120","Zr","0.0864","0.00075"
"120","Zn","0.0506","0.00165"
"120","Cr","0.0457","0.00774"
"120","Ba","0.0409","0.00622"
"120","Mn","0.0404","0.00522"
"120","Cu","0.0338","0.00186"
"120","Ta","0.0106","0.00287"
"120","Ni","0.0105","0.00180"
"120","Rb","0.0101","0.00037"
"120","Sb","0.0089","0.00217"
"120","Sr","0.0081","0.00030"
"120","Nb","0.0078","0.00040"
"120","Pb","0.0075","0.00080"
"120","Th","0.0031","0.00042"
"120","Mo","0.0012","0.00043"
"121","Si","30.0477","0.04318"
"121","Fe","7.2459","0.02446"
"121","Al","7.1475","0.04431"
"121","K","2.1788","0.06685"
"121","Ti","0.7020","0.00281"
"121","Mg","0.6556","0.13645"
"121","Ca","0.3630","0.00203"
"121","P","0.2653","0.00730"
"121","V","0.2460","0.00178"
"121","Zn","0.0912","0.00156"
"121","Mn","0.0653","0.00405"
"121","Ba","0.0563","0.00438"
"121","Zr","0.0550","0.00046"
"121","Cu","0.0130","0.00103"
"121","Sr","0.0113","0.00025"
"121","Rb","0.0105","0.00028"
"121","Ni","0.0091","0.00121"
"121","Co","0.0062","0.00140"
"121","Nb","0.0055","0.00026"
"121","Pb","0.0048","0.00052"
"121","Ta","0.0047","0.00181"
"121","Th","0.0017","0.00028"
"122","Si","30.4173","0.03842"
"122","Al","7.4471","0.03949"
"122","Fe","6.9084","0.02093"
"122","K","1.7261","0.05473"
"122","Ti","0.6582","0.00238"
"122","Mg","0.5294","0.11185"
"122","Ca","0.3350","0.00171"
"122","P","0.2399","0.00615"
"122","V","0.2216","0.00147"
"122","Mn","0.0898","0.00390"
"122","Zr","0.0580","0.00041"
"122","Ba","0.0570","0.00401"
"122","Zn","0.0336","0.00092"
"122","Sr","0.0104","0.00020"
"122","Rb","0.0102","0.00023"
"122","Cu","0.0086","0.00087"
"122","Ni","0.0071","0.00110"
"122","Ta","0.0053","0.00169"
"122","Pb","0.0052","0.00047"
"122","Sb","0.0051","0.00133"
"122","Co","0.0048","0.00130"
"122","Nb","0.0048","0.00023"
"122","Th","0.0021","0.00024"
"123","Si","31.1648","0.04008"
"123","Al","7.0571","0.03997"
"123","Fe","6.3183","0.02083"
"123","K","1.7516","0.05853"
"123","Ti","0.6728","0.00251"
"123","Mg","0.4250","0.11836"
"123","Ca","0.3479","0.00181"
"123","P","0.2493","0.00655"
"123","V","0.2183","0.00154"
"123","Mn","0.0768","0.00368"
"123","Zr","0.0599","0.00042"
"123","Ba","0.0548","0.00394"
"123","Cr","0.0379","0.00499"
"123","Cu","0.0147","0.00095"
"123","Zn","0.0141","0.00071"
"123","Rb","0.0097","0.00024"
"123","Sr","0.0097","0.00021"
"123","Ni","0.0079","0.00105"
"123","Pb","0.0053","0.00049"
"123","Ta","0.0052","0.00164"
"123","Co","0.0050","0.00119"
"123","Nb","0.0048","0.00023"
"123","Th","0.0019","0.00024"
"124","Si","33.0252","0.03291"
"124","Al","9.3888","0.03458"
"124","Fe","1.9238","0.00906"
"124","K","0.9604","0.04096"
"124","Ti","0.5668","0.00182"
"124","Ca","0.2528","0.00124"
"124","Mg","0.1543","0.07654"
"124","P","0.0592","0.00378"
"124","Zr","0.0355","0.00022"
"124","Mn","0.0145","0.00206"
"124","Zn","0.0084","0.00040"
"124","Sr","0.0066","0.00012"
"124","Cu","0.0061","0.00051"
"124","Rb","0.0053","0.00013"
"124","Ni","0.0050","0.00063"
"124","Ta","0.0039","0.00099"
"124","Pb","0.0036","0.00027"
"124","Nb","0.0036","0.00013"
"124","Th","0.0017","0.00015"
"125","Si","33.2594","0.03402"
"125","Al","8.8864","0.03500"
"125","Fe","2.1183","0.00987"
"125","K","1.0237","0.04342"
"125","Ti","0.5188","0.00182"
"125","Ca","0.2727","0.00133"
"125","Mg","0.2447","0.08242"
"125","P","0.0632","0.00401"
"125","Zr","0.0321","0.00023"
"125","Ba","0.0227","0.00253"
"125","Mn","0.0143","0.00233"
"125","Zn","0.0121","0.00046"
"125","Cu","0.0083","0.00058"
"125","Sr","0.0065","0.00012"
"125","Ta","0.0056","0.00108"
"125","Ni","0.0056","0.00069"
"125","Rb","0.0055","0.00013"
"125","Pb","0.0039","0.00030"
"125","Nb","0.0035","0.00014"
"125","Th","0.0020","0.00015"
"126","Si","33.0658","0.03335"
"126","Al","9.2432","0.03484"
"126","Fe","2.0013","0.00939"
"126","K","0.9624","0.04183"
"126","Ti","0.5301","0.00179"
"126","Ca","0.2476","0.00125"
"126","Mg","0.2259","0.07896"
"126","P","0.0617","0.00388"
"126","Cr","0.0352","0.00405"
"126","Zr","0.0298","0.00021"
"126","Mn","0.0105","0.00216"
"126","Zn","0.0102","0.00042"
"126","Cu","0.0077","0.00054"
"126","Sr","0.0068","0.00012"
"126","Co","0.0057","0.00096"
"126","Rb","0.0056","0.00013"
"126","Ta","0.0055","0.00103"
"126","Pb","0.0041","0.00028"
"126","Nb","0.0037","0.00014"
"126","Th","0.0018","0.00014"
"126","Tl","0.0005","0.00024"
"127","Si","29.6105","0.05106"
"127","Al","7.3466","0.05346"
"127","Fe","6.4569","0.02840"
"127","K","3.1313","0.08653"
"127","Ca","0.8373","0.00355"
"127","Mg","0.7324","0.17272"
"127","Ti","0.5877","0.00320"
"127","V","0.2404","0.00218"
"127","P","0.2206","0.00851"
"127","Mn","0.1193","0.00584"
"127","Ba","0.0715","0.00532"
"127","Zr","0.0395","0.00048"
"127","Zn","0.0155","0.00097"
"127","Rb","0.0118","0.00035"
"127","Sr","0.0117","0.00030"
"127","Cu","0.0088","0.00115"
"127","Ni","0.0063","0.00143"
"127","Ta","0.0056","0.00220"
"127","Sb","0.0053","0.00184"
"127","Pb","0.0052","0.00062"
"127","Nb","0.0052","0.00031"
"127","Th","0.0021","0.00035"
"128","Si","30.2481","0.04996"
"128","Al","7.2510","0.05125"
"128","Fe","5.7744","0.02595"
"128","K","2.8109","0.08127"
"128","Mg","0.9581","0.16023"
"128","Ca","0.7649","0.00329"
"128","Ti","0.5436","0.00298"
"128","V","0.2334","0.00207"
"128","P","0.2022","0.00796"
"128","Mn","0.1177","0.00562"
"128","Ba","0.0584","0.00539"
"128","Zr","0.0366","0.00044"
"128","Cr","0.0342","0.00670"
"128","Zn","0.0146","0.00093"
"128","Rb","0.0109","0.00031"
"128","Sr","0.0109","0.00027"
"128","Ni","0.0072","0.00144"
"128","Sb","0.0061","0.00182"
"128","Cu","0.0061","0.00110"
"128","Ta","0.0057","0.00224"
"128","Nb","0.0050","0.00029"
"128","Pb","0.0050","0.00062"
"128","Co","0.0042","0.00173"
"128","Th","0.0027","0.00030"
"129","Si","28.5494","0.05724"
"129","Al","7.0647","0.06115"
"129","Fe","6.9659","0.03400"
"129","K","4.0264","0.10941"
"129","Mg","1.3325","0.22786"
"129","Ca","0.8189","0.00407"
"129","Ti","0.5677","0.00368"
"129","V","0.2491","0.00261"
"129","P","0.2406","0.01035"
"129","Mn","0.1453","0.00729"
"129","Ba","0.0864","0.00732"
"129","Zr","0.0477","0.00061"
"129","Cr","0.0438","0.00875"
"129","Zn","0.0161","0.00124"
"129","Rb","0.0143","0.00043"
"129","Sr","0.0134","0.00038"
"129","Ni","0.0131","0.00193"
"129","Co","0.0117","0.00225"
"129","Cu","0.0107","0.00152"
"129","Sb","0.0071","0.00251"
"129","Nb","0.0057","0.00041"
"129","Pb","0.0053","0.00085"
"129","Au","0.0051","0.00127"
"129","Th","0.0025","0.00041"
"129","Mo","0.0013","0.00047"
"129","As","0.0012","0.00045"
"130","Si","31.2801","0.04150"
"130","Al","7.7212","0.04232"
"130","Fe","4.9005","0.01904"
"130","K","1.9165","0.05809"
"130","Mg","0.8366","0.11625"
"130","Ca","0.5673","0.00230"
"130","Ti","0.4626","0.00220"
"130","V","0.2177","0.00157"
"130","P","0.1386","0.00572"
"130","Mn","0.0713","0.00372"
"130","Ba","0.0551","0.00353"
"130","Zr","0.0418","0.00036"
"130","Rb","0.0146","0.00027"
"130","Cu","0.0122","0.00088"
"130","Zn","0.0097","0.00062"
"130","Sr","0.0071","0.00018"
"130","Pb","0.0048","0.00044"
"130","Nb","0.0042","0.00021"
"130","Ta","0.0036","0.00151"
"130","Th","0.0017","0.00022"
"131","Si","31.2634","0.03877"
"131","Al","8.0741","0.04010"
"131","Fe","4.5955","0.01711"
"131","K","1.6709","0.05293"
"131","Mg","0.8778","0.10666"
"131","Ca","0.5548","0.00212"
"131","Ti","0.4623","0.00204"
"131","V","0.2019","0.00141"
"131","P","0.1230","0.00521"
"131","Mn","0.0600","0.00344"
"131","Ba","0.0567","0.00338"
"131","Zr","0.0448","0.00034"
"131","Rb","0.0142","0.00025"
"131","Cu","0.0107","0.00077"
"131","Zn","0.0092","0.00056"
"131","Sr","0.0069","0.00017"
"131","Pb","0.0043","0.00039"
"131","Nb","0.0037","0.00019"
"131","Th","0.0014","0.00020"
"131","As","0.0007","0.00020"
"132","Si","31.1891","0.03860"
"132","Al","8.1336","0.04001"
"132","Fe","4.6499","0.01713"
"132","K","1.5877","0.05180"
"132","Mg","0.8482","0.10315"
"132","Ca","0.5923","0.00217"
"132","Ti","0.4802","0.00207"
"132","V","0.2022","0.00141"
"132","P","0.1235","0.00514"
"132","Mn","0.0743","0.00347"
"132","Ba","0.0584","0.00331"
"132","Zr","0.0426","0.00033"
"132","Rb","0.0146","0.00025"
"132","Cu","0.0097","0.00076"
"132","Zn","0.0088","0.00055"
"132","Sr","0.0074","0.00017"
"132","Ni","0.0056","0.00087"
"132","Ta","0.0053","0.00138"
"132","Pb","0.0049","0.00041"
"132","Nb","0.0039","0.00019"
"132","Th","0.0018","0.00020"
"133","Si","33.2309","0.03562"
"133","Al","6.1810","0.03251"
"133","Fe","5.5508","0.01689"
"133","K","1.2253","0.04731"
"133","Ti","0.6928","0.00219"
"133","P","0.2343","0.00544"
"133","Ca","0.2278","0.00132"
"133","V","0.2133","0.00130"
"133","Zr","0.0409","0.00030"
"133","Ba","0.0401","0.00333"
"133","Cu","0.0259","0.00092"
"133","Mn","0.0249","0.00277"
"133","Zn","0.0094","0.00053"
"133","Rb","0.0092","0.00020"
"133","Ni","0.0061","0.00085"
"133","Sr","0.0061","0.00015"
"133","Ta","0.0052","0.00131"
"133","Nb","0.0051","0.00019"
"133","Pb","0.0035","0.00038"
"133","Th","0.0021","0.00021"
"133","As","0.0008","0.00020"
"134","Si","33.4668","0.03541"
"134","Al","6.0956","0.03199"
"134","Fe","5.3460","0.01646"
"134","K","1.2302","0.04680"
"134","Ti","0.6690","0.00214"
"134","P","0.2451","0.00546"
"134","Ca","0.2099","0.00127"
"134","V","0.2058","0.00127"
"134","Zr","0.0428","0.00031"
"134","Ba","0.0419","0.00333"
"134","Mn","0.0257","0.00277"
"134","Cu","0.0199","0.00089"
"134","Zn","0.0088","0.00054"
"134","Rb","0.0087","0.00019"
"134","Sr","0.0061","0.00015"
"134","Ni","0.0057","0.00091"
"134","Ta","0.0057","0.00145"
"134","Nb","0.0053","0.00018"
"134","Pb","0.0044","0.00038"
"134","Th","0.0020","0.00020"
"135","Si","33.1132","0.03547"
"135","Al","6.3737","0.03279"
"135","Fe","5.2790","0.01646"
"135","K","1.2466","0.04854"
"135","Ti","0.6879","0.00219"
"135","P","0.2574","0.00563"
"135","V","0.2108","0.00131"
"135","Ca","0.2062","0.00128"
"135","Mg","0.2042","0.09356"
"135","Zr","0.0473","0.00032"
"135","Ba","0.0418","0.00344"
"135","Cr","0.0398","0.00443"
"135","Mn","0.0269","0.00272"
"135","Cu","0.0231","0.00090"
"135","Zn","0.0117","0.00055"
"135","Rb","0.0084","0.00019"
"135","Ni","0.0070","0.00091"
"135","Ta","0.0061","0.00137"
"135","Sr","0.0058","0.00015"
"135","Nb","0.0051","0.00019"
"135","Sb","0.0044","0.00115"
"135","Pb","0.0037","0.00039"
"135","Th","0.0018","0.00020"
"135","As","0.0004","0.00020"
"136","Si","31.7120","0.03390"
"136","Al","7.5461","0.03397"
"136","Fe","5.3971","0.01594"
"136","K","1.1159","0.04472"
"136","Ti","0.5970","0.00197"
"136","P","0.3847","0.00605"
"136","Mg","0.3742","0.08936"
"136","Ca","0.3086","0.00143"
"136","V","0.2154","0.00125"
"136","Mn","0.0469","0.00287"
"136","Zr","0.0450","0.00030"
"136","Ba","0.0447","0.00334"
"136","Cr","0.0325","0.00434"
"136","Zn","0.0108","0.00054"
"136","Sr","0.0091","0.00016"
"136","Rb","0.0080","0.00018"
"136","Cu","0.0080","0.00071"
"136","Ni","0.0058","0.00088"
"136","Ta","0.0051","0.00139"
"136","Sb","0.0046","0.00110"
"136","Pb","0.0038","0.00036"
"136","Nb","0.0038","0.00017"
"136","Th","0.0015","0.00019"
"136","As","0.0005","0.00019"
"137","Si","30.9352","0.03298"
"137","Fe","8.3771","0.01929"
"137","Al","6.3853","0.03162"
"137","K","1.0227","0.04174"
"137","Ti","0.5017","0.00177"
"137","P","0.4768","0.00627"
"137","Mg","0.3674","0.08796"
"137","Ca","0.2869","0.00134"
"137","V","0.2004","0.00118"
"137","Mn","0.1745","0.00390"
"137","Ba","0.0523","0.00344"
"137","Zr","0.0417","0.00031"
"137","Zn","0.0174","0.00063"
"137","Cu","0.0168","0.00087"
"137","Sr","0.0087","0.00017"
"137","Rb","0.0079","0.00019"
"137","Co","0.0072","0.00113"
"137","Ni","0.0065","0.00101"
"137","Ta","0.0059","0.00148"
"137","Nb","0.0045","0.00018"
"137","Pb","0.0043","0.00040"
"137","Th","0.0018","0.00021"
"137","Hg","0.0009","0.00042"
"137","As","0.0008","0.00021"
"138","Si","31.4598","0.03646"
"138","Al","6.6481","0.03517"
"138","Fe","6.5247","0.01916"
"138","K","1.3676","0.04962"
"138","Ti","0.6622","0.00225"
"138","P","0.5420","0.00736"
"138","Ca","0.3170","0.00157"
"138","V","0.2400","0.00142"
"138","Mg","0.2382","0.09929"
"138","Mn","0.0955","0.00370"
"138","Ba","0.0559","0.00373"
"138","Zr","0.0532","0.00037"
"138","Cr","0.0385","0.00474"
"138","Cu","0.0202","0.00097"
"138","Zn","0.0131","0.00064"
"138","Sr","0.0093","0.00019"
"138","Rb","0.0091","0.00021"
"138","Ni","0.0067","0.00102"
"138","Ta","0.0060","0.00160"
"138","Pb","0.0049","0.00043"
"138","Nb","0.0047","0.00021"
"138","Th","0.0019","0.00023"
"138","Hg","0.0011","0.00044"
"139","Si","34.1935","0.04174"
"139","Al","5.0664","0.03506"
"139","Fe","4.6823","0.01849"
"139","K","1.9416","0.06017"
"139","Ti","0.5358","0.00235"
"139","Ca","0.4556","0.00209"
"139","Mg","0.4522","0.11374"
"139","V","0.2211","0.00159"
"139","P","0.1213","0.00564"
"139","Zr","0.0475","0.00038"
"139","Ba","0.0322","0.00358"
"139","Mn","0.0294","0.00316"
"139","Cu","0.0290","0.00111"
"139","Rb","0.0114","0.00025"
"139","Zn","0.0060","0.00057"
"139","Ta","0.0060","0.00154"
"139","Pb","0.0057","0.00045"
"139","Ni","0.0055","0.00094"
"139","Sr","0.0052","0.00016"
"139","Nb","0.0048","0.00022"
"139","Th","0.0016","0.00024"
"139","As","0.0006","0.00021"
"140","Si","33.5473","0.03964"
"140","Al","6.0266","0.03570"
"140","Fe","4.5139","0.01722"
"140","K","1.6286","0.05602"
"140","Ti","0.6041","0.00234"
"140","Ca","0.4853","0.00203"
"140","Mg","0.4512","0.10798"
"140","V","0.2209","0.00151"
"140","P","0.1130","0.00529"
"140","Zr","0.0514","0.00037"
"140","Ba","0.0427","0.00371"
"140","Mn","0.0357","0.00327"
"140","Cr","0.0304","0.00507"
"140","Cu","0.0125","0.00084"
"140","Rb","0.0117","0.00023"
"140","Pb","0.0066","0.00046"
"140","Zn","0.0064","0.00054"
"140","Ni","0.0061","0.00096"
"140","Ta","0.0060","0.00150"
"140","Sr","0.0055","0.00016"
"140","Nb","0.0054","0.00021"
"140","Co","0.0052","0.00126"
"140","Th","0.0021","0.00023"
"141","Si","34.0644","0.04069"
"141","Al","5.5944","0.03539"
"141","Fe","4.3726","0.01740"
"141","K","1.7082","0.05677"
"141","Ti","0.5571","0.00231"
"141","Ca","0.4549","0.00202"
"141","Mg","0.4028","0.10953"
"141","V","0.2329","0.00156"
"141","P","0.1149","0.00538"
"141","Zr","0.0518","0.00038"
"141","Ba","0.0377","0.00375"
"141","Mn","0.0235","0.00316"
"141","Rb","0.0107","0.00024"
"141","Cu","0.0095","0.00082"
"141","Pb","0.0061","0.00045"
"141","Zn","0.0060","0.00054"
"141","Ta","0.0059","0.00154"
"141","Nb","0.0053","0.00022"
"141","Ni","0.0051","0.00098"
"141","Sr","0.0050","0.00016"
"141","Co","0.0048","0.00131"
"141","Th","0.0024","0.00024"
"141","Hg","0.0011","0.00043"
"142","Si","30.3486","0.03453"
"142","Al","8.2855","0.03670"
"142","Fe","7.4897","0.01927"
"142","K","1.2256","0.04682"
"142","Ti","0.6062","0.00204"
"142","Ca","0.3833","0.00161"
"142","V","0.2085","0.00128"
"142","P","0.1762","0.00501"
"142","Zr","0.0450","0.00033"
"142","Cr","0.0390","0.00423"
"142","Ba","0.0367","0.00363"
"142","Mn","0.0210","0.00256"
"142","Rb","0.0160","0.00026"
"142","Zn","0.0109","0.00060"
"142","Cu","0.0072","0.00078"
"142","Ta","0.0069","0.00158"
"142","Pb","0.0060","0.00043"
"142","Nb","0.0059","0.00021"
"142","Sr","0.0055","0.00016"
"142","Ni","0.0053","0.00096"
"142","Co","0.0032","0.00106"
"142","Th","0.0019","0.00023"
"142","Hg","0.0017","0.00044"
"142","As","0.0007","0.00021"
"143","Si","30.7760","0.03472"
"143","Al","8.5759","0.03695"
"143","Fe","5.7487","0.01698"
"143","K","1.3312","0.04633"
"143","Ti","0.6200","0.00207"
"143","Ca","0.3999","0.00164"
"143","Mg","0.3370","0.09157"
"143","V","0.2135","0.00129"
"143","P","0.1643","0.00488"
"143","Mn","0.0521","0.00297"
"143","Zr","0.0415","0.00031"
"143","Ba","0.0384","0.00344"
"143","Cr","0.0302","0.00429"
"143","Rb","0.0151","0.00023"
"143","Zn","0.0127","0.00059"
"143","Co","0.0085","0.00114"
"143","Pb","0.0066","0.00043"
"143","Ni","0.0059","0.00091"
"143","Nb","0.0056","0.00020"
"143","Sr","0.0052","0.00014"
"143","Cu","0.0050","0.00070"
"143","Ta","0.0046","0.00144"
"143","Th","0.0020","0.00020"
"143","Hg","0.0019","0.00044"
"144","Si","31.3917","0.03456"
"144","Al","7.7491","0.03524"
"144","Fe","6.1828","0.01742"
"144","K","1.3656","0.04771"
"144","Ti","0.5385","0.00194"
"144","Ca","0.3652","0.00157"
"144","Mg","0.2667","0.09478"
"144","V","0.2083","0.00128"
"144","P","0.1585","0.00493"
"144","Mn","0.0466","0.00275"
"144","Ba","0.0433","0.00333"
"144","Zr","0.0400","0.00030"
"144","Cr","0.0390","0.00410"
"144","Rb","0.0165","0.00024"
"144","Zn","0.0111","0.00056"
"144","Pb","0.0073","0.00044"
"144","Co","0.0067","0.00106"
"144","Ta","0.0059","0.00142"
"144","Nb","0.0059","0.00020"
"144","Sr","0.0054","0.00014"
"144","Cu","0.0052","0.00069"
"144","Ni","0.0051","0.00087"
"144","Th","0.0021","0.00021"
"144","Hg","0.0016","0.00042"
"145","Si","32.8044","0.03469"
"145","Al","6.6669","0.03276"
"145","Fe","5.1282","0.01589"
"145","K","1.2493","0.04826"
"145","Ti","0.7652","0.00226"
"145","Mg","0.4383","0.09425"
"145","V","0.2139","0.00129"
"145","Ca","0.1932","0.00123"
"145","P","0.1796","0.00510"
"145","Zr","0.0622","0.00035"
"145","Ba","0.0283","0.00341"
"145","Cu","0.0259","0.00095"
"145","Mn","0.0191","0.00264"
"145","Zn","0.0078","0.00053"
"145","Rb","0.0066","0.00017"
"145","Ta","0.0045","0.00144"
"145","Nb","0.0038","0.00018"
"145","Pb","0.0037","0.00037"
"145","Sr","0.0026","0.00012"
"145","Hg","0.0018","0.00042"
"145","Th","0.0014","0.00018"
"146","Si","34.5697","0.03421"
"146","Al","5.4801","0.02926"
"146","Fe","4.3577","0.01420"
"146","K","1.0425","0.04610"
"146","Ti","0.6061","0.00198"
"146","Mg","0.4316","0.08907"
"146","V","0.2013","0.00123"
"146","Ca","0.1824","0.00117"
"146","P","0.1693","0.00490"
"146","Cu","0.0722","0.00124"
"146","Zr","0.0521","0.00031"
"146","Ba","0.0261","0.00309"
"146","Mn","0.0145","0.00250"
"146","Zn","0.0076","0.00047"
"146","Rb","0.0055","0.00015"
"146","Ta","0.0037","0.00122"
"146","Co","0.0034","0.00103"
"146","Nb","0.0031","0.00016"
"146","Pb","0.0030","0.00033"
"146","Sr","0.0023","0.00010"
"146","Hg","0.0012","0.00038"
"146","Th","0.0011","0.00017"
"147","Si","34.3435","0.03442"
"147","Al","5.7076","0.03005"
"147","Fe","4.3226","0.01429"
"147","K","1.1109","0.04778"
"147","Ti","0.6507","0.00207"
"147","Mg","0.3600","0.09276"
"147","V","0.2002","0.00125"
"147","P","0.1969","0.00519"
"147","Ca","0.1872","0.00120"
"147","Zr","0.0557","0.00032"
"147","Cu","0.0455","0.00106"
"147","Ba","0.0261","0.00315"
"147","Mn","0.0167","0.00252"
"147","Zn","0.0075","0.00048"
"147","Ta","0.0061","0.00132"
"147","Rb","0.0058","0.00016"
"147","Nb","0.0034","0.00017"
"147","Pb","0.0031","0.00034"
"147","Sr","0.0023","0.00011"
"147","Hg","0.0013","0.00038"
"148","Si","33.9088","0.03417"
"148","Al","6.3417","0.03104"
"148","Fe","4.4438","0.01445"
"148","K","1.0815","0.04708"
"148","Ti","0.7276","0.00216"
"148","P","0.1686","0.00501"
"148","Ca","0.1254","0.00104"
"148","Zr","0.0466","0.00030"
"148","Ba","0.0247","0.00314"
"148","Mn","0.0176","0.00245"
"148","Cu","0.0108","0.00068"
"148","Zn","0.0061","0.00045"
"148","Rb","0.0054","0.00015"
"148","Co","0.0049","0.00100"
"148","Sb","0.0049","0.00107"
"148","Ta","0.0048","0.00122"
"148","Nb","0.0038","0.00017"
"148","Pb","0.0035","0.00036"
"148","Sr","0.0016","0.00010"
"148","Th","0.0014","0.00017"
"148","Hg","0.0009","0.00040"
"149","Si","33.1273","0.03389"
"149","Al","6.8259","0.03202"
"149","Fe","4.7445","0.01489"
"149","K","1.1341","0.04743"
"149","Ti","0.7956","0.00224"
"149","P","0.2357","0.00541"
"149","V","0.2067","0.00125"
"149","Ca","0.1209","0.00103"
"149","Zr","0.0507","0.00031"
"149","Cu","0.0154","0.00076"
"149","Mn","0.0134","0.00241"
"149","Zn","0.0060","0.00046"
"149","Rb","0.0052","0.00015"
"149","Nb","0.0042","0.00017"
"149","Pb","0.0033","0.00036"
"149","Ta","0.0033","0.00126"
"149","Sr","0.0016","0.00010"
"149","Hg","0.0012","0.00041"
"149","Th","0.0011","0.00017"
"150","Si","33.3249","0.03457"
"150","Al","6.6096","0.03224"
"150","Fe","4.7510","0.01524"
"150","K","1.1355","0.04914"
"150","Ti","0.7866","0.00228"
"150","P","0.2131","0.00543"
"150","V","0.2073","0.00129"
"150","Ca","0.1255","0.00107"
"150","Zr","0.0532","0.00032"
"150","Ba","0.0252","0.00329"
"150","Cu","0.0172","0.00080"
"150","Mn","0.0147","0.00255"
"150","Zn","0.0069","0.00048"
"150","Ta","0.0061","0.00132"
"150","Rb","0.0059","0.00016"
"150","Co","0.0046","0.00109"
"150","Nb","0.0042","0.00018"
"150","Pb","0.0039","0.00036"
"150","Sr","0.0017","0.00010"
"150","Th","0.0012","0.00018"
"150","Hg","0.0011","0.00039"
"151","Si","29.4172","0.03655"
"151","Al","9.3528","0.04120"
"151","Fe","5.5354","0.01816"
"151","K","1.5760","0.05448"
"151","Ti","1.2597","0.00309"
"151","P","0.3868","0.00686"
"151","V","0.2289","0.00146"
"151","Mg","0.2274","0.10489"
"151","Ca","0.1469","0.00122"
"151","Zr","0.0423","0.00033"
"151","Ba","0.0345","0.00347"
"151","Cr","0.0328","0.00460"
"151","Zn","0.0256","0.00076"
"151","Mn","0.0198","0.00284"
"151","Rb","0.0122","0.00023"
"151","Cu","0.0088","0.00077"
"151","Ta","0.0082","0.00150"
"151","Ni","0.0064","0.00094"
"151","Nb","0.0063","0.00022"
"151","Pb","0.0060","0.00043"
"151","Hg","0.0024","0.00045"
"151","Sr","0.0022","0.00012"
"151","Th","0.0016","0.00021"
"152","Si","29.0960","0.03568"
"152","Al","9.4071","0.04059"
"152","Fe","5.6662","0.01793"
"152","K","1.5122","0.05404"
"152","Ti","1.2835","0.00305"
"152","P","0.4292","0.00698"
"152","Mg","0.4170","0.10543"
"152","V","0.2342","0.00145"
"152","Ca","0.1491","0.00121"
"152","Zr","0.0451","0.00034"
"152","Cr","0.0359","0.00454"
"152","Mn","0.0329","0.00279"
"152","Ba","0.0221","0.00352"
"152","Zn","0.0190","0.00069"
"152","Rb","0.0127","0.00023"
"152","Cu","0.0095","0.00079"
"152","Pb","0.0064","0.00044"
"152","Nb","0.0062","0.00022"
"152","Ta","0.0059","0.00151"
"152","Ni","0.0058","0.00092"
"152","Sb","0.0045","0.00122"
"152","Hg","0.0023","0.00044"
"152","Sr","0.0023","0.00012"
"152","Th","0.0013","0.00021"
"153","Si","29.5940","0.03461"
"153","Al","9.3404","0.03887"
"153","Fe","5.4823","0.01691"
"153","K","1.2871","0.05088"
"153","Ti","1.2432","0.00289"
"153","P","0.4168","0.00665"
"153","Mg","0.2610","0.09874"
"153","V","0.2233","0.00136"
"153","Ca","0.1383","0.00113"
"153","Zr","0.0438","0.00031"
"153","Cr","0.0302","0.00439"
"153","Mn","0.0243","0.00272"
"153","Ba","0.0238","0.00333"
"153","Zn","0.0149","0.00061"
"153","Rb","0.0118","0.00021"
"153","Cu","0.0090","0.00073"
